Date,Temp,Humidity_Pcnt,Radiation,Precip,Temp_Feels,Clouds_Pcnt,Wind,Year,Month,Day,Weekday
2010-11-19,42.9,75.5,115.7,0.0,38.8,7.6,7.0,2010,11,19,4
2010-11-20,48.1,79.0,117.5,0.0,44.4,11.0,8.3,2010,11,20,5
2010-11-21,46.9,83.7,41.8,0.0,43.7,74.8,6.7,2010,11,21,6
2010-11-22,53.2,87.3,71.4,0.0,50.8,52.4,8.2,2010,11,22,0
2010-11-23,57.6,80.9,68.6,0.0,54.8,68.5,13.0,2010,11,23,1
2010-11-24,42.6,68.1,111.7,0.0,37.3,37.9,10.0,2010,11,24,2
2010-11-25,47.5,69.2,60.5,0.0,43.7,94.2,9.1,2010,11,25,3
2010-11-26,49.4,75.2,38.1,0.0,44.5,97.0,13.2,2010,11,26,4
2010-11-27,36.5,61.0,113.2,0.0,28.7,6.0,11.7,2010,11,27,5
2010-11-28,35.6,69.0,112.2,0.0,31.5,1.8,5.1,2010,11,28,6
2010-11-29,39.2,78.0,110.4,0.0,35.9,20.2,5.2,2010,11,29,0
2010-11-30,55.3,90.0,40.7,0.2,51.8,99.0,14.6,2010,11,30,1
2010-12-01,47.6,83.6,8.7,1.2,41.6,79.3,18.4,2010,12,1,2
2010-12-02,34.4,69.1,94.7,0.0,28.5,45.7,7.3,2010,12,2,3
2010-12-03,33.6,71.4,86.2,0.0,26.3,57.1,8.8,2010,12,3,4
2010-12-04,32.8,66.3,87.2,0.0,25.2,46.5,9.2,2010,12,4,5
2010-12-05,31.4,65.5,60.5,0.0,20.7,83.2,15.9,2010,12,5,6
2010-12-06,29.6,56.4,84.2,0.0,17.5,48.9,18.2,2010,12,6,0
2010-12-07,27.5,54.2,96.1,0.0,15.0,46.3,17.3,2010,12,7,1
2010-12-08,26.5,57.1,105.2,0.0,15.9,5.4,12.2,2010,12,8,2
2010-12-09,26.8,59.8,105.6,0.0,19.2,3.7,7.5,2010,12,9,3
2010-12-10,29.4,64.5,39.9,0.0,23.4,63.6,6.0,2010,12,10,4
2010-12-11,33.8,78.0,60.0,0.1,30.5,82.8,4.0,2010,12,11,5
2010-12-12,42.2,96.5,10.0,1.2,36.4,100.0,11.2,2010,12,12,6
2010-12-13,27.2,67.6,59.1,0.0,13.8,94.7,20.1,2010,12,13,0
2010-12-14,22.1,51.9,56.3,0.0,6.7,85.9,21.1,2010,12,14,1
2010-12-15,22.8,51.1,85.7,0.0,10.5,25.0,14.1,2010,12,15,2
2010-12-16,22.6,77.1,29.1,0.1,17.4,74.5,4.4,2010,12,16,3
2010-12-17,26.7,66.9,101.1,0.0,19.5,7.6,7.0,2010,12,17,4
2010-12-18,29.0,74.6,67.7,0.0,27.2,72.0,1.8,2010,12,18,5
2010-12-19,29.1,69.5,65.9,0.0,20.0,31.4,11.0,2010,12,19,6
2010-12-20,28.5,64.9,92.6,0.0,16.7,20.8,16.0,2010,12,20,0
2010-12-21,30.3,67.5,94.4,0.0,20.4,37.3,12.8,2010,12,21,1
2010-12-22,32.9,73.7,73.2,0.0,25.2,44.5,10.1,2010,12,22,2
2010-12-23,31.8,68.0,96.5,0.0,19.8,27.0,20.3,2010,12,23,3
2010-12-24,30.5,71.7,98.8,0.0,20.0,16.0,14.3,2010,12,24,4
2010-12-25,30.4,75.1,55.3,0.0,26.1,95.7,4.3,2010,12,25,5
2010-12-26,26.4,82.8,29.7,0.3,13.7,99.0,17.8,2010,12,26,6
2010-12-27,26.7,57.6,70.0,0.0,11.5,60.0,25.8,2010,12,27,0
2010-12-28,30.9,50.9,99.5,0.0,20.6,5.2,14.1,2010,12,28,1
2010-12-29,32.1,69.3,101.5,0.0,26.9,14.2,5.6,2010,12,29,2
2010-12-30,33.7,77.4,62.7,0.0,29.9,54.8,4.8,2010,12,30,3
2010-12-31,36.9,82.6,71.8,0.0,31.6,68.9,6.8,2010,12,31,4
2011-01-01,46.6,96.0,49.0,0.0,41.7,92.6,11.1,2011,1,1,5
2011-01-02,43.7,87.8,8.2,0.2,37.7,85.4,11.4,2011,1,2,6
2011-01-03,30.5,51.9,105.1,0.0,22.6,0.5,9.3,2011,1,3,0
2011-01-04,33.2,63.3,89.0,0.0,26.1,27.3,8.6,2011,1,4,1
2011-01-05,31.5,63.0,82.0,0.0,24.7,25.5,7.6,2011,1,5,2
2011-01-06,30.7,61.1,83.9,0.0,25.9,44.3,4.8,2011,1,6,3
2011-01-07,30.3,62.1,90.0,0.0,23.0,69.5,8.0,2011,1,7,4
2011-01-08,27.5,59.5,71.2,0.0,18.1,62.8,12.3,2011,1,8,5
2011-01-09,25.6,52.4,109.4,0.0,12.4,16.0,17.8,2011,1,9,6
2011-01-10,26.5,61.4,61.4,0.0,17.6,71.4,9.2,2011,1,10,0
2011-01-11,27.7,81.3,30.5,0.2,23.1,80.4,4.4,2011,1,11,1
2011-01-12,27.3,73.9,73.8,0.0,15.6,60.1,15.6,2011,1,12,2
2011-01-13,26.3,71.3,72.8,0.0,14.8,62.1,14.0,2011,1,13,3
2011-01-14,25.5,70.7,106.8,0.0,18.7,35.2,6.4,2011,1,14,4
2011-01-15,32.3,71.1,90.9,0.0,25.6,79.3,8.2,2011,1,15,5
2011-01-16,31.3,70.5,81.1,0.0,23.7,51.4,9.0,2011,1,16,6
2011-01-17,29.4,72.8,54.5,0.2,21.4,96.0,8.5,2011,1,17,0
2011-01-18,31.8,95.0,47.9,0.2,24.4,85.8,8.8,2011,1,18,1
2011-01-19,36.3,92.6,104.0,0.1,30.7,48.6,7.8,2011,1,19,2
2011-01-20,33.6,82.3,74.2,0.0,27.7,64.8,7.1,2011,1,20,3
2011-01-21,26.7,68.0,121.8,0.0,14.5,33.3,16.0,2011,1,21,4
2011-01-22,19.4,46.9,68.9,0.0,11.0,69.1,6.7,2011,1,22,5
2011-01-23,21.8,52.8,77.7,0.0,11.0,38.2,10.8,2011,1,23,6
2011-01-24,22.2,57.8,107.7,0.0,14.6,14.5,6.3,2011,1,24,0
2011-01-25,32.2,74.0,87.2,0.0,26.8,71.4,5.7,2011,1,25,1
2011-01-26,33.0,95.2,12.8,1.3,23.3,100.0,14.6,2011,1,26,2
2011-01-27,28.7,91.9,109.8,0.0,21.1,53.7,9.2,2011,1,27,3
2011-01-28,31.2,96.8,57.0,0.1,26.4,92.8,5.2,2011,1,28,4
2011-01-29,29.7,92.3,79.6,0.0,24.0,65.0,6.0,2011,1,29,5
2011-01-30,32.6,92.7,91.1,0.0,27.5,71.1,5.5,2011,1,30,6
2011-01-31,27.1,88.0,33.0,0.0,19.4,90.1,7.3,2011,1,31,0
2011-02-01,31.5,96.2,68.9,0.2,28.0,99.4,4.2,2011,2,1,1
2011-02-02,36.4,92.8,68.6,0.6,29.0,73.3,11.6,2011,2,2,2
2011-02-03,27.6,76.8,109.1,0.0,19.8,60.4,9.1,2011,2,3,3
2011-02-04,31.9,77.8,78.4,0.0,27.2,100.0,5.2,2011,2,4,4
2011-02-05,34.1,95.4,13.2,0.2,27.7,94.2,8.5,2011,2,5,5
2011-02-06,35.8,84.8,142.5,0.0,30.4,30.9,7.1,2011,2,6,6
2011-02-07,37.2,91.2,121.9,0.0,33.9,52.8,4.8,2011,2,7,0
2011-02-08,31.6,74.2,131.7,0.0,21.0,48.5,16.1,2011,2,8,1
2011-02-09,27.4,48.5,101.8,0.0,19.6,65.1,7.8,2011,2,9,2
2011-02-10,25.4,56.5,137.9,0.0,16.5,40.4,10.0,2011,2,10,3
2011-02-11,28.9,62.2,158.3,0.0,24.0,0.5,4.7,2011,2,11,4
2011-02-12,33.5,62.8,125.0,0.0,26.6,34.2,10.2,2011,2,12,5
2011-02-13,40.2,68.2,108.5,0.0,33.4,65.3,12.7,2011,2,13,6
2011-02-14,45.6,66.2,158.2,0.0,38.1,9.6,19.2,2011,2,14,0
2011-02-15,33.9,56.0,165.5,0.0,26.2,10.7,11.3,2011,2,15,1
2011-02-16,40.9,60.5,124.8,0.0,34.7,41.2,10.8,2011,2,16,2
2011-02-17,51.9,73.4,152.4,0.0,48.8,49.8,9.3,2011,2,17,3
2011-02-18,59.2,71.6,117.0,0.0,56.9,50.2,14.0,2011,2,18,4
2011-02-19,42.6,46.2,173.4,0.0,33.8,0.5,21.5,2011,2,19,5
2011-02-20,37.7,50.4,135.8,0.0,31.4,46.9,9.1,2011,2,20,6
2011-02-21,40.1,75.8,63.0,0.4,32.7,98.8,13.0,2011,2,21,0
2011-02-22,26.2,92.4,114.1,0.2,18.0,63.9,8.1,2011,2,22,1
2011-02-23,29.4,77.0,182.5,0.0,25.0,0.9,4.3,2011,2,23,2
2011-02-24,39.1,83.2,121.2,0.2,33.2,49.3,9.5,2011,2,24,3
2011-02-25,46.2,84.7,78.9,0.8,39.5,72.6,18.2,2011,2,25,4
2011-02-26,37.9,69.8,119.5,0.0,32.8,54.1,7.1,2011,2,26,5
2011-02-27,45.1,81.3,90.0,0.0,42.1,95.7,6.2,2011,2,27,6
2011-02-28,54.3,86.6,104.6,1.1,50.8,96.0,15.4,2011,2,28,0
2011-03-01,37.2,67.3,194.8,0.0,31.2,7.4,8.7,2011,3,1,1
2011-03-02,41.4,64.6,179.9,0.0,34.4,12.7,13.3,2011,3,2,2
2011-03-03,31.1,43.9,172.6,0.0,23.8,58.4,8.3,2011,3,3,3
2011-03-04,36.8,70.1,168.6,0.0,30.2,56.2,9.5,2011,3,4,4
2011-03-05,49.8,86.5,105.0,0.0,45.1,94.8,13.2,2011,3,5,5
2011-03-06,49.7,93.2,21.2,1.7,43.9,99.8,16.3,2011,3,6,6
2011-03-07,38.0,71.9,206.3,0.0,30.0,45.6,14.4,2011,3,7,0
2011-03-08,38.8,66.0,165.5,0.0,34.2,51.7,6.5,2011,3,8,1
2011-03-09,41.3,88.4,64.8,0.2,34.9,98.5,12.0,2011,3,9,2
2011-03-10,52.3,95.8,9.1,1.8,47.1,100.0,17.4,2011,3,10,3
2011-03-11,42.5,76.9,178.5,0.0,37.4,56.2,8.8,2011,3,11,4
2011-03-12,45.8,74.2,140.9,0.0,40.5,29.0,11.4,2011,3,12,5
2011-03-13,47.4,73.9,170.8,0.0,42.7,28.0,10.8,2011,3,13,6
2011-03-14,42.1,68.9,133.6,0.0,37.8,73.0,6.9,2011,3,14,0
2011-03-15,42.5,78.0,129.8,0.3,38.3,82.6,7.2,2011,3,15,1
2011-03-16,47.9,85.4,121.5,0.1,45.0,96.0,6.8,2011,3,16,2
2011-03-17,51.3,73.8,217.3,0.0,48.3,28.1,8.0,2011,3,17,3
2011-03-18,61.7,75.1,168.0,0.0,61.0,59.3,10.8,2011,3,18,4
2011-03-19,51.6,67.3,204.1,0.0,47.6,37.5,11.7,2011,3,19,5
2011-03-20,42.4,64.6,164.0,0.0,38.0,54.6,7.6,2011,3,20,6
2011-03-21,55.2,82.2,104.6,0.1,51.6,95.5,13.4,2011,3,21,0
2011-03-22,52.3,78.8,109.3,0.0,49.3,90.0,8.6,2011,3,22,1
2011-03-23,45.7,93.2,47.6,0.6,41.0,99.9,9.2,2011,3,23,2
2011-03-24,40.0,84.1,94.4,0.0,34.4,90.8,8.7,2011,3,24,3
2011-03-25,37.6,63.3,190.9,0.0,32.6,55.7,6.6,2011,3,25,4
2011-03-26,36.2,54.2,224.6,0.0,31.0,44.3,6.4,2011,3,26,5
2011-03-27,35.1,71.5,151.7,0.1,29.8,67.7,6.5,2011,3,27,6
2011-03-28,35.3,49.2,159.2,0.0,29.5,39.4,7.0,2011,3,28,0
2011-03-29,38.0,48.8,245.8,0.0,33.4,13.3,6.3,2011,3,29,1
2011-03-30,40.7,74.1,76.2,0.3,36.0,98.1,7.1,2011,3,30,2
2011-03-31,39.5,94.6,58.5,0.1,34.5,99.8,7.2,2011,3,31,3
2011-04-01,41.1,82.7,128.7,0.0,34.9,86.0,11.0,2011,4,1,4
2011-04-02,43.5,73.3,201.0,0.0,37.8,34.4,11.2,2011,4,2,5
2011-04-03,46.7,69.0,198.6,0.1,42.2,55.8,9.4,2011,4,3,6
2011-04-04,63.3,64.2,253.0,0.0,61.9,40.6,16.1,2011,4,4,0
2011-04-05,51.1,75.9,78.6,0.5,46.3,70.0,15.8,2011,4,5,1
2011-04-06,49.1,61.1,269.1,0.0,45.1,10.9,10.2,2011,4,6,2
2011-04-07,52.7,74.2,183.3,0.0,51.0,81.3,6.5,2011,4,7,3
2011-04-08,45.9,87.0,103.8,0.3,41.5,97.0,9.0,2011,4,8,4
2011-04-09,45.7,90.7,84.0,0.0,43.2,96.7,5.1,2011,4,9,5
2011-04-10,54.8,89.0,113.2,0.0,53.5,91.8,7.0,2011,4,10,6
2011-04-11,69.4,81.9,160.0,0.0,70.5,96.8,12.9,2011,4,11,0
2011-04-12,57.7,91.4,27.1,0.5,55.0,96.9,12.0,2011,4,12,1
2011-04-13,51.5,88.0,100.8,0.2,48.6,79.0,8.2,2011,4,13,2
2011-04-14,55.2,70.0,283.4,0.0,53.7,3.2,5.3,2011,4,14,3
2011-04-15,53.8,77.0,233.0,0.0,50.8,57.4,10.8,2011,4,15,4
2011-04-16,54.9,92.2,26.0,1.8,50.4,92.8,18.5,2011,4,16,5
2011-04-17,54.1,66.4,287.8,0.0,50.5,10.9,12.4,2011,4,17,6
2011-04-18,61.2,66.8,187.6,0.0,60.6,59.2,8.5,2011,4,18,0
2011-04-19,62.4,76.8,147.8,0.0,62.0,92.5,7.3,2011,4,19,1
2011-04-20,68.5,69.5,213.5,0.0,69.0,65.0,12.0,2011,4,20,2
2011-04-21,53.2,60.3,194.3,0.0,49.9,67.5,11.2,2011,4,21,3
2011-04-22,44.4,80.5,45.2,0.6,39.2,96.6,9.6,2011,4,22,4
2011-04-23,60.2,84.2,144.3,0.0,59.5,96.2,11.3,2011,4,23,5
2011-04-24,69.6,77.3,220.0,0.2,70.6,70.0,7.2,2011,4,24,6
2011-04-25,72.5,75.8,284.0,0.0,74.5,55.3,7.7,2011,4,25,0
2011-04-26,72.9,73.8,246.0,0.0,75.0,60.5,13.1,2011,4,26,1
2011-04-27,71.6,83.8,132.2,0.1,73.9,89.5,12.8,2011,4,27,2
2011-04-28,66.8,78.6,40.0,0.3,68.1,75.1,13.2,2011,4,28,3
2011-04-29,57.9,63.5,216.0,0.0,56.2,32.9,9.2,2011,4,29,4
2011-04-30,54.3,69.2,295.0,0.0,52.5,30.2,6.3,2011,4,30,5
2011-05-01,54.7,78.3,103.3,0.0,53.4,73.9,6.0,2011,5,1,6
2011-05-02,64.7,75.5,158.4,0.0,64.7,93.0,8.3,2011,5,2,0
2011-05-03,71.1,72.9,203.1,0.0,72.3,91.5,10.8,2011,5,3,1
2011-05-04,50.6,80.5,111.9,0.7,46.3,84.5,12.1,2011,5,4,2
2011-05-05,54.4,58.8,320.1,0.0,51.5,2.2,10.6,2011,5,5,3
2011-05-06,57.3,67.4,223.4,0.0,56.0,52.0,7.8,2011,5,6,4
2011-05-07,59.7,68.1,285.2,0.0,59.4,47.0,6.6,2011,5,7,5
2011-05-08,59.2,80.3,204.2,0.1,58.9,57.8,3.5,2011,5,8,6
2011-05-09,60.7,71.4,301.5,0.0,60.5,39.5,7.0,2011,5,9,0
2011-05-10,59.9,68.0,296.5,0.0,60.1,33.8,4.9,2011,5,10,1
2011-05-11,61.2,75.2,276.2,0.0,61.3,39.5,6.1,2011,5,11,2
2011-05-12,62.4,79.6,238.8,0.0,62.9,74.6,6.0,2011,5,12,3
2011-05-13,61.0,90.1,81.4,0.0,60.3,95.3,7.7,2011,5,13,4
2011-05-14,61.0,95.0,45.5,0.2,60.2,99.8,8.2,2011,5,14,5
2011-05-15,65.9,93.9,187.0,0.7,66.8,58.2,6.9,2011,5,15,6
2011-05-16,65.4,86.1,259.0,0.3,66.2,50.4,5.7,2011,5,16,0
2011-05-17,64.0,93.2,156.8,0.7,63.3,71.1,10.3,2011,5,17,1
2011-05-18,64.1,90.5,251.3,0.4,63.7,45.2,7.3,2011,5,18,2
2011-05-19,62.3,88.0,262.2,0.3,62.4,39.7,3.9,2011,5,19,3
2011-05-20,62.0,79.6,214.6,0.1,61.3,38.5,6.7,2011,5,20,4
2011-05-21,67.2,78.5,294.2,0.0,68.1,36.8,4.5,2011,5,21,5
2011-05-22,68.8,78.3,184.3,0.0,70.1,74.4,6.8,2011,5,22,6
2011-05-23,72.3,81.7,168.5,0.2,74.8,81.1,8.7,2011,5,23,0
2011-05-24,74.9,68.9,266.4,0.0,76.7,56.6,8.0,2011,5,24,1
2011-05-25,74.2,79.2,323.1,0.2,76.9,11.4,4.9,2011,5,25,2
2011-05-26,78.6,66.3,304.7,0.0,80.9,19.5,8.8,2011,5,26,3
2011-05-27,75.4,71.5,270.4,0.0,77.9,62.0,8.3,2011,5,27,4
2011-05-28,73.6,74.5,298.3,0.0,75.3,57.2,7.6,2011,5,28,5
2011-05-29,76.2,78.3,258.6,0.0,79.2,66.7,7.1,2011,5,29,6
2011-05-30,78.4,73.5,199.3,0.0,82.5,49.7,4.8,2011,5,30,0
2011-05-31,82.2,68.5,328.8,0.0,87.6,2.1,4.5,2011,5,31,1
2011-06-01,82.7,63.2,308.7,0.0,87.3,11.0,7.0,2011,6,1,2
2011-06-02,73.0,45.7,343.4,0.0,74.0,0.4,10.1,2011,6,2,3
2011-06-03,64.8,56.1,241.0,0.0,65.2,67.2,5.8,2011,6,3,4
2011-06-04,68.8,57.7,218.2,0.0,69.0,66.9,3.9,2011,6,4,5
2011-06-05,71.4,73.0,199.5,0.0,72.7,65.7,4.2,2011,6,5,6
2011-06-06,71.0,74.1,337.7,0.0,71.9,3.3,4.2,2011,6,6,0
2011-06-07,75.8,62.5,306.2,0.0,77.1,30.6,6.4,2011,6,7,1
2011-06-08,82.2,62.8,334.9,0.0,86.3,9.2,4.4,2011,6,8,2
2011-06-09,85.0,57.2,298.6,0.0,88.6,32.1,5.6,2011,6,9,3
2011-06-10,80.4,65.0,319.6,0.0,84.0,19.5,5.8,2011,6,10,4
2011-06-11,79.4,71.0,311.7,0.0,83.5,47.8,4.2,2011,6,11,5
2011-06-12,76.3,72.7,259.3,0.1,79.2,39.0,3.8,2011,6,12,6
2011-06-13,67.9,62.3,336.2,0.0,68.5,29.4,7.6,2011,6,13,0
2011-06-14,66.7,64.8,258.5,0.0,67.1,39.4,8.0,2011,6,14,1
2011-06-15,67.6,58.8,329.2,0.0,67.3,33.3,5.4,2011,6,15,2
2011-06-16,69.5,69.4,207.3,0.4,70.0,76.3,8.6,2011,6,16,3
2011-06-17,72.1,76.3,190.2,0.0,73.4,43.6,6.1,2011,6,17,4
2011-06-18,76.4,69.5,211.0,0.0,78.7,71.1,4.4,2011,6,18,5
2011-06-19,74.3,76.0,180.2,0.3,77.1,69.0,5.5,2011,6,19,6
2011-06-20,68.3,80.4,109.5,0.4,69.2,85.5,5.7,2011,6,20,0
2011-06-21,75.5,73.7,210.0,0.2,78.2,88.4,5.5,2011,6,21,1
2011-06-22,80.1,69.1,190.9,0.0,83.9,97.9,5.8,2011,6,22,2
2011-06-23,77.3,70.2,172.6,0.1,80.8,88.6,8.5,2011,6,23,3
2011-06-24,78.0,58.3,239.2,0.0,80.6,55.4,8.0,2011,6,24,4
2011-06-25,74.3,61.1,202.1,0.0,76.7,69.8,6.0,2011,6,25,5
2011-06-26,73.1,62.9,195.7,0.0,74.3,94.6,4.7,2011,6,26,6
2011-06-27,74.2,73.6,153.9,0.0,76.5,88.9,3.2,2011,6,27,0
2011-06-28,78.5,76.9,234.0,0.1,82.5,66.2,4.5,2011,6,28,1
2011-06-29,76.7,58.1,337.5,0.0,78.7,31.5,7.8,2011,6,29,2
2011-06-30,72.5,59.3,334.7,0.0,72.9,7.7,4.8,2011,6,30,3
2011-07-01,74.6,50.0,346.3,0.0,75.2,7.2,5.6,2011,7,1,4
2011-07-02,76.9,56.8,231.2,0.0,78.0,69.3,2.7,2011,7,2,5
2011-07-03,79.6,68.9,247.2,0.2,83.8,67.0,5.5,2011,7,3,6
2011-07-04,77.6,74.2,200.7,0.0,81.5,87.6,5.3,2011,7,4,0
2011-07-05,80.6,68.7,314.3,0.0,83.8,22.3,3.3,2011,7,5,1
2011-07-06,79.8,64.4,197.0,0.0,83.0,66.5,5.0,2011,7,6,2
2011-07-07,82.6,58.8,331.0,0.0,84.9,13.9,5.2,2011,7,7,3
2011-07-08,78.0,80.7,233.6,0.9,83.0,80.0,6.3,2011,7,8,4
2011-07-09,76.6,64.1,334.5,0.0,77.9,20.2,5.2,2011,7,9,5
2011-07-10,79.8,59.2,334.4,0.0,81.2,3.5,3.8,2011,7,10,6
2011-07-11,84.2,58.2,304.0,0.0,88.6,6.3,8.3,2011,7,11,0
2011-07-12,84.4,54.5,327.4,0.0,87.6,9.6,7.2,2011,7,12,1
2011-07-13,81.1,60.7,241.5,0.0,84.0,29.2,6.8,2011,7,13,2
2011-07-14,74.5,50.7,261.8,0.0,75.7,36.1,7.9,2011,7,14,3
2011-07-15,73.3,57.7,243.1,0.0,73.8,47.5,5.8,2011,7,15,4
2011-07-16,74.9,57.0,334.5,0.0,75.8,2.5,6.4,2011,7,16,5
2011-07-17,78.6,58.2,291.0,0.0,79.9,11.3,7.2,2011,7,17,6
2011-07-18,82.8,56.6,288.3,0.0,85.7,36.6,5.8,2011,7,18,0
2011-07-19,82.7,71.6,302.8,0.4,89.3,45.5,5.4,2011,7,19,1
2011-07-20,83.0,74.3,230.4,0.0,88.5,47.8,3.8,2011,7,20,2
2011-07-21,87.9,63.2,290.5,0.0,94.4,47.2,5.9,2011,7,21,3
2011-07-22,91.9,52.6,313.3,0.0,99.1,13.0,5.5,2011,7,22,4
2011-07-23,90.8,50.4,284.5,0.0,95.8,50.0,5.3,2011,7,23,5
2011-07-24,87.4,59.8,214.3,0.0,93.1,68.6,6.8,2011,7,24,6
2011-07-25,81.0,80.7,270.2,0.3,87.8,65.5,3.5,2011,7,25,0
2011-07-26,84.0,51.4,325.7,0.0,85.4,5.2,6.5,2011,7,26,1
2011-07-27,80.6,45.0,311.3,0.0,82.2,31.4,6.5,2011,7,27,2
2011-07-28,83.0,60.1,220.1,0.0,86.0,80.7,4.5,2011,7,28,3
2011-07-29,89.0,51.9,285.5,0.0,92.4,33.2,6.5,2011,7,29,4
2011-07-30,84.0,50.2,269.4,0.0,86.1,25.0,5.8,2011,7,30,5
2011-07-31,81.4,56.5,291.5,0.0,83.2,9.8,4.1,2011,7,31,6
2011-08-01,83.3,52.1,276.8,0.0,85.1,24.7,5.8,2011,8,1,0
2011-08-02,82.4,51.1,255.9,0.0,83.7,57.3,7.6,2011,8,2,1
2011-08-03,80.8,58.2,106.7,0.0,83.1,83.5,4.1,2011,8,3,2
2011-08-04,77.8,72.9,259.4,0.0,81.8,49.0,7.1,2011,8,4,3
2011-08-05,78.4,59.8,238.4,0.0,79.6,64.8,6.1,2011,8,5,4
2011-08-06,80.1,71.2,270.8,0.3,84.6,49.5,8.2,2011,8,6,5
2011-08-07,81.9,71.8,210.2,0.0,87.0,25.3,7.3,2011,8,7,6
2011-08-08,82.8,55.7,301.2,0.0,85.0,8.3,7.3,2011,8,8,0
2011-08-09,81.6,60.8,149.1,0.0,84.2,43.2,5.2,2011,8,9,1
2011-08-10,79.9,47.1,261.0,0.0,81.8,12.0,8.4,2011,8,10,2
2011-08-11,75.1,49.5,306.1,0.0,76.0,8.8,5.8,2011,8,11,3
2011-08-12,75.3,43.2,305.0,0.0,75.9,0.3,5.1,2011,8,12,4
2011-08-13,75.0,73.8,167.6,0.2,77.7,63.5,7.1,2011,8,13,5
2011-08-14,73.9,89.8,165.7,0.7,78.2,43.1,5.6,2011,8,14,6
2011-08-15,71.8,86.8,217.4,0.6,73.8,48.5,5.5,2011,8,15,0
2011-08-16,72.8,73.9,264.7,0.1,74.0,15.0,7.8,2011,8,16,1
2011-08-17,78.2,55.8,273.4,0.0,79.1,17.6,4.8,2011,8,17,2
2011-08-18,79.5,53.2,187.8,0.0,81.5,73.8,7.8,2011,8,18,3
2011-08-19,76.4,66.3,244.1,0.0,78.0,18.1,3.1,2011,8,19,4
2011-08-20,76.9,59.8,288.9,0.0,77.9,26.9,3.5,2011,8,20,5
2011-08-21,78.0,72.3,141.6,0.3,82.0,77.1,7.8,2011,8,21,6
2011-08-22,73.4,53.3,287.0,0.0,74.2,21.5,7.8,2011,8,22,0
2011-08-23,71.5,46.5,215.6,0.0,71.8,47.1,4.2,2011,8,23,1
2011-08-24,76.0,56.2,280.2,0.0,76.7,10.1,9.8,2011,8,24,2
2011-08-25,75.2,81.5,103.4,0.4,79.1,64.2,7.9,2011,8,25,3
2011-08-26,76.6,77.9,222.0,0.0,79.8,43.2,4.0,2011,8,26,4
2011-08-27,72.8,94.6,34.6,4.6,77.4,100.0,19.3,2011,8,27,5
2011-08-28,71.4,78.8,141.7,1.5,72.2,57.6,16.1,2011,8,28,6
2011-08-29,67.3,64.6,119.0,0.0,68.0,65.6,4.8,2011,8,29,0
2011-08-30,67.1,64.0,277.5,0.0,67.9,1.9,5.2,2011,8,30,1
